TF,Target
CTCF,FNDC3B
CTCF,FOXK1
CTCF,FOXP1
CTCF,FRMD4A
CTCF,FRMD4B
CTCF,FTO
CTCF,FYN
CTCF,GABBR2
CTCF,GADD45G
CTCF,GALNT10
CTCF,GALNT14
CTCF,GALNT16
CTCF,GLI3
CTCF,GLIS3
CTCF,GMDS
CTCF,GMPR
CTCF,GRAMD1B
CTCF,GRB10
CTCF,GRID1
CTCF,GRIK3
CTCF,GRIK4
CTCF,GRIP1
CTCF,GRK5
CTCF,GRM4
CTCF,GSE1
CTCF,GSN
CTCF,HDAC4
CTCF,HDAC7
CTCF,HDAC9
CTCF,HECW2
CTCF,HIVEP3
CTCF,HLCS
CTCF,HM13
CTCF,HMCN2
CTCF,HOOK2
CTCF,IGF1R
CTCF,IGSF21
CTCF,IL16
CTCF,INPP4A
CTCF,INPP5A
CTCF,IQCA1
CTCF,IQCJ
CTCF,IQGAP2
CTCF,IQSEC1
CTCF,IQSEC2
CTCF,ITPR1
CTCF,ITPR2
CTCF,JADE2
CTCF,JARID2
CTCF,JAZF1
CTCF,JPH3
CTCF,KALRN
CTCF,KANSL1
CTCF,KAZN
CTCF,KCNAB2
CTCF,KCNC1
CTCF,KCNMA1
CTCF,KCNN3
CTCF,KCNQ3
CTCF,KDM2B
CTCF,KDM4B
CTCF,KIAA1217
CTCF,KIRREL1
CTCF,KLHL29
CTCF,LARGE1
CTCF,LDB2
CTCF,LGR6
CTCF,LHFPL2
CTCF,LHPP
CTCF,LINGO1
CTCF,LMBR1
CTCF,LMNA
CTCF,LMO1
CTCF,LRP5
CTCF,LRRFIP1
CTCF,LRRK1
CTCF,LTBP2
CTCF,LTBP4
CTCF,MACF1
CTCF,MAD1L1
CTCF,MAGI1
CTCF,MAGI2
CTCF,MAN1C1
CTCF,MAP4K4
CTCF,MAST4
CTCF,MCF2L
CTCF,MCTP1
CTCF,MDGA1
CTCF,MEAF6
CTCF,MECOM
CTCF,MED13L
CTCF,MED15
CTCF,MEGF11
CTCF,MGLL
CTCF,MICAL2
CTCF,MICAL3
CTCF,MIPEP
CTCF,MROH1
CTCF,MRPS22
CTCF,MSI2
CTCF,MTERF1
CTCF,MTF1
CTCF,MTUS2
CTCF,MVB12B
CTCF,MYH9
CTCF,MYLK
CTCF,MYO15B
CTCF,MYO18A
CTCF,MYO1D
CTCF,MYO1H
CTCF,MYT1L
CTCF,NAV2
CTCF,NAV3
CTCF,NCOA7
CTCF,NCOR2
CTCF,NDST1
CTCF,NECTIN1
CTCF,NEDD4L
CTCF,NEO1
CTCF,NFASC
CTCF,NFATC2
CTCF,NFIA
CTCF,NFIX
CTCF,NHSL1
CTCF,NIBAN2
CTCF,NKAIN1
CTCF,NLGN1
CTCF,NRCAM
CTCF,NRG1
CTCF,NRP2
CTCF,NRXN1
CTCF,NRXN2
CTCF,NRXN3
CTCF,NTM
CTCF,NTMT1
CTCF,NTNG2
CTCF,NTRK3
CTCF,NUP210
CTCF,OSBP2
CTCF,OSBPL3
CTCF,OTOF
CTCF,PACSIN2
CTCF,PAH
CTCF,PALLD
CTCF,PARP1
CTCF,PAX5
CTCF,PDE1C
CTCF,PDE4A
CTCF,PDE4B
CTCF,PDE4D
CTCF,PDS5B
CTCF,PDZD2
CTCF,PHACTR3
CTCF,PIGC
CTCF,PIK3C2B
CTCF,PITPNC1
CTCF,PKNOX2
CTCF,PLB1
CTCF,PLCB1
CTCF,PLCG2
CTCF,PLEC
CTCF,PLEKHA7
CTCF,PLEKHG5
CTCF,PLXNA2
CTCF,PLXNA4
CTCF,POLR1A
CTCF,POU2F2
CTCF,POU2F3
CTCF,PPARGC1B
CTCF,PPP2R2C
CTCF,PRDM11
CTCF,PRDM16
CTCF,PRDM2
CTCF,PREX1
CTCF,PRICKLE2
CTCF,PRKAG2
CTCF,PRKCB
CTCF,PRKCE
CTCF,PRKCH
CTCF,PRKCZ
CTCF,PRRC2B
CTCF,PSD3
CTCF,PSMB7
CTCF,PTK2B
CTCF,PTMA
CTCF,PTPN3
CTCF,PTPN5
CTCF,PTPRE
CTCF,PTPRM
CTCF,PTPRS
CTCF,PXN
CTCF,RAB11FIP4
CTCF,RABGAP1L
CTCF,RAD51B
CTCF,RAI1
CTCF,RALGPS1
CTCF,RAP1GAP2
CTCF,RAPGEF1
CTCF,RAPGEF4
CTCF,RASGEF1A
CTCF,RASGRF1
CTCF,RBFOX3
CTCF,RBM19
CTCF,RBMS1
CTCF,RBPJ
CTCF,RDX
CTCF,RERE
CTCF,RGS9
CTCF,RHCG
CTCF,RIN3
CTCF,RIPOR1
CTCF,RNF220
CTCF,ROBO1
CTCF,ROR2
CTCF,RP1
CTCF,RPL3
CTCF,RPS3AP5
CTCF,RPS6KA2
CTCF,RPTOR
CTCF,RRBP1
CTCF,RUNX1
CTCF,RYR3
CTCF,SAMD4A
CTCF,SARDH
CTCF,SCN5A
CTCF,SDK1
CTCF,SDK2
CTCF,SEC14L1
CTCF,SEMA4B
CTCF,SEMA5B
CTCF,SEMA6B
CTCF,SEPTIN9
CTCF,SERGEF
CTCF,SEZ6L
CTCF,SH3KBP1
CTCF,SH3PXD2A
CTCF,SH3PXD2B
CTCF,SHANK2
CTCF,SIPA1L3
CTCF,SLC22A23
CTCF,SLC29A3
CTCF,SLC44A3
CTCF,SLC4A8
CTCF,SLC6A6
CTCF,SLC9A1
CTCF,SLCO3A1
CTCF,SLIT1
CTCF,SMARCA2
CTCF,SMARCC2
CTCF,SMG6
CTCF,SMYD2
CTCF,SMYD3
CTCF,SNX18
CTCF,SORBS1
CTCF,SORCS1
CTCF,SORCS2
CTCF,SORL1
CTCF,SPEG
CTCF,SPIN1
CTCF,SPOCK1
CTCF,SPTB
CTCF,SPTBN4
CTCF,SRC
CTCF,SRGAP3
CTCF,SRPK2
CTCF,ST18
CTCF,ST3GAL1
CTCF,STAG1
CTCF,STK10
CTCF,STK11
CTCF,STK39
CTCF,SULF1
CTCF,SULF2
CTCF,SV2B
CTCF,SVIL
CTCF,SYN3
CTCF,SYNE1
CTCF,SYNE2
CTCF,TACC1
CTCF,TACC2
CTCF,TACC3
CTCF,TAFA5
CTCF,TBC1D1
CTCF,TCF4
CTCF,TCF7L1
CTCF,TDRD7
CTCF,TENM4
CTCF,TFEB
CTCF,THADA
CTCF,THSD4
CTCF,TIAM1
CTCF,TIAM2
CTCF,TIPRL
CTCF,TLE3
CTCF,TLL2
CTCF,TLN2
CTCF,TMEM131L
CTCF,TMEM132B
CTCF,TMEM163
CTCF,TMEM260
CTCF,TNR
CTCF,TNS1
CTCF,TNS3
CTCF,TOM1L2
CTCF,TOX2
CTCF,TPD52
CTCF,TPRG1
CTCF,TRAPPC9
CTCF,TRIM2
CTCF,TRIO
CTCF,TRPC6
CTCF,TSPAN14
CTCF,TSPAN18
CTCF,TTC7A
CTCF,TTLL5
CTCF,UBASH3B
CTCF,USP7
CTCF,VAV2
CTCF,VGLL4
CTCF,VPS13D
CTCF,WFS1
CTCF,WIPF1
CTCF,WIPF2
CTCF,WNK2
CTCF,WNT5B
CTCF,WWC1
CTCF,XXYLT1
CTCF,XYLT1
CTCF,ZBTB16
CTCF,ZBTB20
CTCF,ZBTB7C
CTCF,ZFAT
CTCF,ZMIZ1
CTCF,ZNF185
CTCF,ZNF329
CTCF,ZNF365
CTCF,ZNF398
CTCF,ZNF407
CTCF,ZNF423
CUX1,EEF2
CUX1,FTO
E2F1,ACAP3
E2F1,AFF1
E2F1,ANAPC5
E2F1,ANO10
E2F1,ANXA2
E2F1,ANXA2R
E2F1,AP2A1
E2F1,APOLD1
E2F1,ARID1A
E2F1,ARID1B
E2F1,ARPC5L
E2F1,ARRDC3
E2F1,ATG16L2
E2F1,ATOX1
E2F1,B9D1
E2F1,BCOR
E2F1,BFSP1
E2F1,BHLHE40
E2F1,BICRAL
E2F1,BLM
E2F1,BRD4
E2F1,CANX
E2F1,CAST
E2F1,CBR3
E2F1,CDC42EP4
E2F1,CDCA7L
E2F1,CFL1
E2F1,CHD9
E2F1,CLASP1
E2F1,CLIP1
E2F1,CPT1A
E2F1,CRYBG1
E2F1,CTBP2
E2F1,CXXC5
E2F1,DCAKD
E2F1,DENND2B
E2F1,DLEU1
E2F1,DLG4
E2F1,DSE
E2F1,EEF1A1
E2F1,EFNA5
E2F1,EGLN3
E2F1,ELF2
E2F1,ERI2
E2F1,EVI5L
E2F1,EZH2
E2F1,FAM49B
E2F1,FAM81A
E2F1,FKBP5
E2F1,FNDC3B
E2F1,FOXO3
E2F1,FUT8
E2F1,GATAD2A
E2F1,GDAP1
E2F1,GINS1
E2F1,GLI3
E2F1,GSE1
E2F1,H2AC11
E2F1,HDLBP
E2F1,HERC3
E2F1,HES1
E2F1,HIVEP2
E2F1,HMGB1
E2F1,HOOK2
E2F1,ID3
E2F1,IGF1R
E2F1,IGF2BP2
E2F1,IQCJ
E2F1,IRS1
E2F1,ITGB1
E2F1,JADE2
E2F1,JMJD1C
E2F1,JUND
E2F1,KBTBD2
E2F1,KCTD15
E2F1,KIAA1522
E2F1,KIF18A
E2F1,LIG1
E2F1,LMNB1
E2F1,LNPEP
E2F1,LTBP3
E2F1,LTBP4
E2F1,MACF1
E2F1,MALAT1
E2F1,MAN2A1
E2F1,MCM2
E2F1,MCMBP
E2F1,MECOM
E2F1,MEIS2
E2F1,MGAT1
E2F1,MGRN1
E2F1,MIB1
E2F1,MICAL3
E2F1,MYO10
E2F1,MYO1C
E2F1,N4BP2
E2F1,NCAPG2
E2F1,NDC80
E2F1,NDRG1
E2F1,NEAT1
E2F1,NEK2
E2F1,NFE2L2
E2F1,NFIA
E2F1,NFIB
E2F1,NFIC
E2F1,NIBAN2
E2F1,NIPBL
E2F1,NKIRAS1
E2F1,NQO2
E2F1,NR2F2
E2F1,NR3C1
E2F1,NR4A2
E2F1,NRP1
E2F1,NRSN2
E2F1,NUP153
E2F1,PCBP1
E2F1,PDE8A
E2F1,PDGFA
E2F1,PER1
E2F1,PFKFB3
E2F1,PKMYT1
E2F1,PKP4
E2F1,PLEC
E2F1,PPAT
E2F1,PRPSAP1
E2F1,PTCH1
E2F1,PURA
E2F1,PVT1
E2F1,QSER1
E2F1,RAB27A
E2F1,RAET1E
E2F1,RAI1
E2F1,RCC1
E2F1,RCC2
E2F1,RERE
E2F1,RNF38
E2F1,RPRD2
E2F1,SAMD11
E2F1,SATB2
E2F1,SCAF11
E2F1,SDC1
E2F1,SEC22C
E2F1,SEPTIN9
E2F1,SERBP1
E2F1,SERF2
E2F1,SERP1
E2F1,SERTAD2
E2F1,SETD7
E2F1,SGK3
E2F1,SGMS1
E2F1,SGSM2
E2F1,SLC1A5
E2F1,SLC25A12
E2F1,SLC25A25
E2F1,SLC38A1
E2F1,SLC38A2
E2F1,SLC3A2
E2F1,SMAD3
E2F1,SMAD6
E2F1,SMARCA2
E2F1,SNX8
E2F1,SOD2
E2F1,SOX12
E2F1,SPAG1
E2F1,SPECC1
E2F1,SPTBN1
E2F1,SSBP4
E2F1,TAF15
E2F1,TAF1D
E2F1,TBC1D8
E2F1,TEAD1
E2F1,TFAP4
E2F1,TGIF1
E2F1,TIPIN
E2F1,TLE3
E2F1,TMBIM6
E2F1,TMEM187
E2F1,TMPO
E2F1,TNPO1
E2F1,TNRC18
E2F1,TOB2
E2F1,TPM1
E2F1,TPRA1
E2F1,TRABD2A
E2F1,TRAF3IP2
E2F1,TRAPPC9
E2F1,TRIO
E2F1,TSGA10
E2F1,TTC7A
E2F1,TTF2
E2F1,TUSC1
E2F1,UCK2
E2F1,UIMC1
E2F1,USP39
E2F1,VAV2
E2F1,VEPH1
E2F1,VGLL4
E2F1,VPS26C
E2F1,WNK1
E2F1,YWHAZ
E2F1,ZBTB14
E2F1,ZBTB7B
E2F1,ZCWPW1
E2F1,ZMIZ1
E2F1,ZNF131
E2F1,ZNF217
E2F1,ZNF280D
E2F2,FOXM1
E2F4,ABCA7
E2F4,ACTB
E2F4,AGFG2
E2F4,AGPAT3
E2F4,ALDOA
E2F4,ANAPC5
E2F4,ANP32B
E2F4,ARHGAP21
E2F4,ARHGEF39
E2F4,ARID1A
E2F4,ASPM
E2F4,ATAD2
E2F4,ATG16L1
E2F4,BCL2L11
E2F4,BCL2L12
E2F4,BCOR
E2F4,BCR
E2F4,BHLHE40
E2F4,BRCA2
E2F4,BRD2
E2F4,BRIP1
E2F4,CAND1
E2F4,CARS1
E2F4,CBX3
E2F4,CCND3
E2F4,CCNE2
E2F4,CCNF
E2F4,CCNG2
E2F4,CCT5
E2F4,CDCA2
E2F4,CDCA5
E2F4,CDK19
E2F4,CENPA
E2F4,CENPJ
E2F4,CENPM
E2F4,CENPU
E2F4,CEP152
E2F4,CEP57
E2F4,CGGBP1
E2F4,CHD9
E2F4,CIC
E2F4,CIT
E2F4,CKAP5
E2F4,CLK3
E2F4,CNOT8
E2F4,CNOT9
E2F4,COMTD1
E2F4,CRYBG1
E2F4,CTDSPL2
E2F4,CXXC5
E2F4,DDX39A
E2F4,DDX3X
E2F4,DEPDC1B
E2F4,DHX15
E2F4,DIP2A
E2F4,DLEU2
E2F4,DLGAP5
E2F4,DNA2
E2F4,DSCC1
E2F4,DST
E2F4,DTL
E2F4,E4F1
E2F4,EFHD2
E2F4,EHD1
E2F4,ELF2
E2F4,ELMSAN1
E2F4,ELP5
E2F4,EMC3
E2F4,EML2
E2F4,ERGIC1
E2F4,ERI2
E2F4,ESYT1
E2F4,EXO1
E2F4,EXOSC8
E2F4,FAAP100
E2F4,FADS2
E2F4,FAM111A
E2F4,FAM53C
E2F4,FANCA
E2F4,FASN
E2F4,FBXL19
E2F4,FBXL20
E2F4,FBXL5
E2F4,FDXR
E2F4,FHOD1
E2F4,FIZ1
E2F4,FKBP5
E2F4,FLAD1
E2F4,FOXO3
E2F4,FSCN1
E2F4,GEN1
E2F4,GGH
E2F4,GPR137
E2F4,GSE1
E2F4,GTF2A1
E2F4,GTPBP3
E2F4,H1-2
E2F4,H2AC11
E2F4,H2BC15
E2F4,H2BC17
E2F4,HAUS3
E2F4,HELLS
E2F4,HES1
E2F4,HMBS
E2F4,HMGB2
E2F4,HNRNPA0
E2F4,HNRNPAB
E2F4,HNRNPF
E2F4,HNRNPL
E2F4,HNRNPUL1
E2F4,ICAM5
E2F4,IER5
E2F4,IGF2BP2
E2F4,ING2
E2F4,ING5
E2F4,IPO11
E2F4,IQGAP3
E2F4,IRF2BP2
E2F4,JADE1
E2F4,JADE2
E2F4,KAZALD1
E2F4,KCNAB2
E2F4,KIF11
E2F4,KIF18B
E2F4,KIF20A
E2F4,KLHL25
E2F4,KMT5C
E2F4,KPNB1
E2F4,LIG1
E2F4,LMNB1
E2F4,LRP4
E2F4,LRRC14
E2F4,LTBP4
E2F4,MAD2L1BP
E2F4,MAD2L2
E2F4,MAEA
E2F4,MCM4
E2F4,MED15
E2F4,MFSD12
E2F4,MGRN1
E2F4,MIDN
E2F4,MLLT1
E2F4,MMS22L
E2F4,MNT
E2F4,MXI1
E2F4,MYBL1
E2F4,MYO18A
E2F4,MYO9B
E2F4,NCAPD2
E2F4,NCAPD3
E2F4,NEMP1
E2F4,NET1
E2F4,NFATC2IP
E2F4,NFIC
E2F4,NOLC1
E2F4,NR3C1
E2F4,NR4A2
E2F4,NSD2
E2F4,NUDT2
E2F4,NUP155
E2F4,NUP205
E2F4,NUP214
E2F4,ODF2
E2F4,OIP5
E2F4,ORC3
E2F4,ORC6
E2F4,PAXX
E2F4,PBK
E2F4,PC
E2F4,PFKFB3
E2F4,PIMREG
E2F4,PKM
E2F4,PKMYT1
E2F4,PLA2G6
E2F4,PLEC
E2F4,PNKP
E2F4,PNPLA8
E2F4,POC1A
E2F4,POU2F1
E2F4,PRKDC
E2F4,PSMC3IP
E2F4,PSMG3
E2F4,PSTK
E2F4,PTBP1
E2F4,PTCH1
E2F4,PTMA
E2F4,PUSL1
E2F4,QSER1
E2F4,RAB11FIP5
E2F4,RAB35
E2F4,RACGAP1
E2F4,RAD21
E2F4,RAD54B
E2F4,RAD9A
E2F4,RALGDS
E2F4,RASSF1
E2F4,RAVER1
E2F4,RBM15
E2F4,RCCD1
E2F4,RFWD3
E2F4,RFX2
E2F4,RHOF
E2F4,RMI2
E2F4,RRM2
E2F4,RTKN2
E2F4,RTTN
E2F4,RUSC1
E2F4,SAE1
E2F4,SAMD4A
E2F4,SEMA4B
E2F4,SEPTIN9
E2F4,SERBP1
E2F4,SERTAD2
E2F4,SETD5
E2F4,SFXN5
E2F4,SGMS1
E2F4,SGO1
E2F4,SGO2
E2F4,SHC1
E2F4,SKIDA1
E2F4,SLC38A1
E2F4,SLC3A2
E2F4,SMARCA2
E2F4,SMC1A
E2F4,SMG9
E2F4,SNIP1
E2F4,SNRNP25
E2F4,SOCS2
E2F4,SOD2
E2F4,SPAG5
E2F4,SPC24
E2F4,SQSTM1
E2F4,SRCAP
E2F4,SSBP4
E2F4,STAT1
E2F4,STK3
E2F4,SYCE2
E2F4,TAF5
E2F4,TBC1D31
E2F4,TDP1
E2F4,TEAD4
E2F4,TFAP4
E2F4,TIAL1
E2F4,TICRR
E2F4,TIMM21
E2F4,TLCD1
E2F4,TLE4
E2F4,TNPO1
E2F4,TPD52L2
E2F4,TPRA1
E2F4,TRAF3
E2F4,TRAPPC9
E2F4,TRIM28
E2F4,TRIP13
E2F4,TTF2
E2F4,TTLL4
E2F4,TULP3
E2F4,UBE2M
E2F4,UBE2T
E2F4,UHRF1
E2F4,UIMC1
E2F4,UNKL
E2F4,USP5
E2F4,WDR18
E2F4,WRAP53
E2F4,XPO1
E2F4,ZDHHC5
E2F4,ZFYVE21
E2F4,ZNF131
E2F4,ZNF263
E2F4,ZNF331
E2F4,ZNF367
E2F4,ZNF846
E2F6,ZNF131
E2F7,E2F8
E2F7,UHRF1
EBF1,DENND3
EBF1,FLI1
EBF1,LPP
EGR1,ABR
EGR1,ACAP3
EGR1,ACTB
EGR1,ACTG1
EGR1,ACTN1
EGR1,ADAR
EGR1,ADGRV1
EGR1,AGAP3
EGR1,AGPAT3
EGR1,AGRN
EGR1,AHDC1
EGR1,AHNAK
EGR1,AHRR
EGR1,AIDA
EGR1,ANKRD11
EGR1,ANP32B
EGR1,AP3D1
EGR1,APC2
EGR1,ARHGAP26
EGR1,ARHGAP45
EGR1,ARHGEF1
EGR1,ARHGEF17
EGR1,ARHGEF2
EGR1,ARID1A
EGR1,ARID1B
EGR1,ARID3A
EGR1,ARPC5L
EGR1,ARRDC2
EGR1,ARSG
EGR1,ARVCF
EGR1,ASPSCR1
EGR1,ATAD2
EGR1,ATP1A1
EGR1,AXIN2
EGR1,BAG6
EGR1,BAHCC1
EGR1,BAHD1
EGR1,BAIAP2
EGR1,BAIAP3
EGR1,BBC3
EGR1,BCOR
EGR1,BCR
EGR1,BHLHE40
EGR1,BICRAL
EGR1,BRD2
EGR1,BRD4
EGR1,BSG
EGR1,BTBD2
EGR1,C11orf96
EGR1,CA11
EGR1,CAMK2B
EGR1,CAMSAP1
EGR1,CARM1
EGR1,CARS2
EGR1,CASZ1
EGR1,CBFA2T3
EGR1,CBX4
EGR1,CBX8
EGR1,CCND3
EGR1,CDC42BPB
EGR1,CDC42EP4
EGR1,CDK19
EGR1,CFL1
EGR1,CHD2
EGR1,CHD4
EGR1,CHD9
EGR1,CHFR
EGR1,CHRAC1
EGR1,CHRM4
EGR1,CIC
EGR1,CIRBP
EGR1,CLASP1
EGR1,CLEC16A
EGR1,CLIP2
EGR1,COLGALT1
EGR1,CPLX2
EGR1,CPNE7
EGR1,CREB5
EGR1,CRIP2
EGR1,CRTC1
EGR1,CRYBG1
EGR1,CTBP1
EGR1,CTDSP1
EGR1,CTDSP2
EGR1,CUEDC1
EGR1,CUX1
EGR1,CXXC5
EGR1,DAB2IP
EGR1,DBN1
EGR1,DDX3X
EGR1,DDX5
EGR1,DENND1A
EGR1,DGKH
EGR1,DGKZ
EGR1,DHX30
EGR1,DLG4
EGR1,DLGAP4
EGR1,DNAJB12
EGR1,DNAJC22
EGR1,DNM1
EGR1,DNMT3A
EGR1,DOT1L
EGR1,DUSP22
EGR1,ECE1
EGR1,EEF1A1
EGR1,EFNA3
EGR1,EGR1
EGR1,EGR3
EGR1,EHBP1L1
EGR1,EHD1
EGR1,EHMT1
EGR1,ELF1
EGR1,ELF2
EGR1,ELL
EGR1,ELMSAN1
EGR1,EPAS1
EGR1,EPHA2
EGR1,ERCC1
EGR1,ERF
EGR1,ERGIC1
EGR1,ERICH1
EGR1,ETV4
EGR1,EVI5L
EGR1,EXD3
EGR1,EXOC6
EGR1,FAAP20
EGR1,FAM117A
EGR1,FAM118A
EGR1,FAM13A
EGR1,FAM222B
EGR1,FBRSL1
EGR1,FBXO31
EGR1,FCHO1
EGR1,FGFRL1
EGR1,FKBP2
EGR1,FKBP5
EGR1,FOXK1
EGR1,FSCN1
EGR1,FYN
EGR1,GADD45B
EGR1,GATA2
EGR1,GATAD2A
EGR1,GCLC
EGR1,GGA1
EGR1,GIPR
EGR1,GPR153
EGR1,GPX4
EGR1,GRK6
EGR1,GSE1
EGR1,GTF2I
EGR1,HBP1
EGR1,HDAC11
EGR1,HDAC4
EGR1,HES1
EGR1,HES3
EGR1,HIP1R
EGR1,HIVEP1
EGR1,HIVEP2
EGR1,HMGA1
EGR1,HNRNPF
EGR1,HNRNPL
EGR1,HNRNPUL1
EGR1,HOOK2
EGR1,HPCAL1
EGR1,HSP90AB1
EGR1,ID2
EGR1,IER2
EGR1,IFT140
EGR1,IGF2BP3
EGR1,ING2
EGR1,ING5
EGR1,INKA2
EGR1,INPPL1
EGR1,INSR
EGR1,IQSEC1
EGR1,IRF1
EGR1,ITGB2
EGR1,ITPK1
EGR1,JADE2
EGR1,JARID2
EGR1,JSRP1
EGR1,JUP
EGR1,KCNAB2
EGR1,KCNC3
EGR1,KCNH2
EGR1,KCNIP2
EGR1,KCNN1
EGR1,KDM2A
EGR1,KDM2B
EGR1,KDM4B
EGR1,KDM6B
EGR1,KIAA1522
EGR1,KLC1
EGR1,KLF10
EGR1,KLF13
EGR1,KLF16
EGR1,KLF2
EGR1,KLF5
EGR1,KLF9
EGR1,KLHL21
EGR1,KPNB1
EGR1,LASP1
EGR1,LFNG
EGR1,LIG1
EGR1,LINC01588
EGR1,LMNA
EGR1,LMO4
EGR1,LRRC14
EGR1,LRRC8A
EGR1,LSR
EGR1,LSS
EGR1,LTBP3
EGR1,LTBP4
EGR1,LY6E
EGR1,MACF1
EGR1,MAD1L1
EGR1,MALAT1
EGR1,MAP1LC3B
EGR1,MAP3K11
EGR1,MAP3K14
EGR1,MAP3K6
EGR1,MCF2L2
EGR1,MCRIP1
EGR1,MDGA1
EGR1,MED15
EGR1,MEF2D
EGR1,MEX3B
EGR1,MEX3C
EGR1,MGRN1
EGR1,MICAL3
EGR1,MIDN
EGR1,MKNK2
EGR1,MNT
EGR1,MOV10
EGR1,MRC2
EGR1,MROH1
EGR1,MYO1C
EGR1,NADK
EGR1,NCOR2
EGR1,NDST1
EGR1,NDUFA4L2
EGR1,NEAT1
EGR1,NEDD4L
EGR1,NEURL1
EGR1,NFATC1
EGR1,NFE2L2
EGR1,NFIA
EGR1,NFIB
EGR1,NFIC
EGR1,NFKB2
EGR1,NFYA
EGR1,NINJ1
EGR1,NOL4L
EGR1,NOTCH3
EGR1,NPAS1
EGR1,NR4A1
EGR1,NR4A2
EGR1,NRARP
EGR1,NTMT1
EGR1,NUMBL
EGR1,OAZ1
EGR1,OLFM2
EGR1,P3H3
EGR1,PACSIN2
EGR1,PARD6B
EGR1,PATZ1
EGR1,PC
EGR1,PCBP1
EGR1,PDE4A
EGR1,PDE8A
EGR1,PDXK
EGR1,PER1
EGR1,PFKFB3
EGR1,PHF19
EGR1,PHF21A
EGR1,PHLDB1
EGR1,PIEZO1
EGR1,PIK3R1
EGR1,PISD
EGR1,PKM
EGR1,PKMYT1
EGR1,PLEC
EGR1,PLEKHG5
EGR1,PLXNB2
EGR1,PNKD
EGR1,PNPLA6
EGR1,PPFIA3
EGR1,PPM1B
EGR1,PPP1R18
EGR1,PPP1R37
EGR1,PPP1R9B
EGR1,PRDM15
EGR1,PRKCD
EGR1,PRKCZ
EGR1,PRPSAP1
EGR1,PRRC2B
EGR1,PSD
EGR1,PTCH1
EGR1,PTK2B
EGR1,PTMA
EGR1,PTOV1
EGR1,PTP4A2
EGR1,PTPRE
EGR1,RAB11A
EGR1,RAB40C
EGR1,RAD23B
EGR1,RAI1
EGR1,RALGDS
EGR1,RAP1GAP
EGR1,RAPGEFL1
EGR1,RARA
EGR1,RARG
EGR1,RASA3
EGR1,RASGRP2
EGR1,RASSF5
EGR1,RERE
EGR1,RFX2
EGR1,RGS3
EGR1,RHOF
EGR1,RNF220
EGR1,RNH1
EGR1,RPN1
EGR1,RPS6KA2
EGR1,RUFY3
EGR1,RUNX1
EGR1,SAMD11
EGR1,SAMD4A
EGR1,SATB2
EGR1,SBNO2
EGR1,SEC14L1
EGR1,SEMA4B
EGR1,SEPTIN11
EGR1,SEPTIN9
EGR1,SERTAD2
EGR1,SH2B3
EGR1,SH3BGRL3
EGR1,SH3BP2
EGR1,SH3BP5
EGR1,SIAH1
EGR1,SIN3A
EGR1,SIPA1
EGR1,SKI
EGR1,SKIDA1
EGR1,SKIL
EGR1,SLC16A3
EGR1,SLC17A7
EGR1,SLC19A1
EGR1,SLC2A1
EGR1,SLC38A10
EGR1,SLC8A2
EGR1,SLC9A3R2
EGR1,SMAD3
EGR1,SOCS2
EGR1,SOX12
EGR1,SP3
EGR1,SPAG9
EGR1,SPHK1
EGR1,SPRED2
EGR1,SPTAN1
EGR1,SPTBN4
EGR1,SQSTM1
EGR1,SRC
EGR1,SRCIN1
EGR1,SREBF2
EGR1,SRGAP1
EGR1,SRRM3
EGR1,SS18L1
EGR1,SSBP3
EGR1,SSBP4
EGR1,ST3GAL2
EGR1,STIM2
EGR1,STK10
EGR1,STK11
EGR1,STK32C
EGR1,STMN3
EGR1,SUN2
EGR1,SYNCRIP
EGR1,SYNGAP1
EGR1,SYT5
EGR1,SYTL1
EGR1,TBC1D14
EGR1,TBC1D22A
EGR1,TBCD
EGR1,TCF3
EGR1,TECR
EGR1,TENT5A
EGR1,TFAP2A
EGR1,TGIF1
EGR1,TJP3
EGR1,TLE2
EGR1,TLE3
EGR1,TLE5
EGR1,TMC6
EGR1,TMEM91
EGR1,TNFRSF18
EGR1,TNS3
EGR1,TRIB3
EGR1,TRIM2
EGR1,TRIO
EGR1,TSC22D2
EGR1,TSEN54
EGR1,TSGA10
EGR1,TSPOAP1
EGR1,TTC3
EGR1,TTYH3
EGR1,TUBA1C
EGR1,UBC
EGR1,UBTF
EGR1,UCKL1
EGR1,UNC13A
EGR1,USP3
EGR1,USP39
EGR1,VASP
EGR1,VOPP1
EGR1,VPS9D1
EGR1,WBP4
EGR1,WDR82
EGR1,WNT10A
EGR1,XXYLT1
EGR1,YWHAZ
EGR1,YY1
EGR1,ZBTB14
EGR1,ZBTB17
EGR1,ZBTB7A
EGR1,ZBTB7B
EGR1,ZCCHC2
EGR1,ZCCHC24
EGR1,ZFAND3
EGR1,ZFP36
EGR1,ZFP36L1
EGR1,ZFPM1
EGR1,ZFYVE28
EGR1,ZMIZ1
EGR1,ZMIZ2
EGR1,ZNF385A
EGR1,ZNF423
EGR1,ZNF638
EGR1,ZNF846
EGR1,ZSWIM6
EHF,KRT15
ELF3,ITGB6
ELK1,ACTG1
ELK1,ARHGAP1
ELK1,CHERP
ELK1,EGR2
ELK1,PSMD12
ELK1,ZNF787
EPAS1,AHDC1
EPAS1,ALDOA
EPAS1,ARHGAP26
EPAS1,CCN4
EPAS1,CITED2
EPAS1,CUX1
EPAS1,DDIT4
